Date,Weighted_index
1/1/2020,14.505277
1/2/2020,14.50627734
1/3/2020,14.50627734
1/4/2020,14.50627734
1/5/2020,14.27501022
1/6/2020,12.86957187
1/7/2020,12.86957187
1/8/2020,15.47653627
1/9/2020,13.40859207
1/10/2020,13.40859207
1/11/2020,13.40859207
1/12/2020,12.33454413
1/13/2020,12.15421385
1/14/2020,12.70439366
1/15/2020,22.82413844
1/16/2020,14.76112325
1/17/2020,14.76112325
1/18/2020,14.76112325
1/19/2020,14.16855334
1/20/2020,10.62197648
1/21/2020,11.27674472
1/22/2020,15.21039554
1/23/2020,16.04018139
1/24/2020,16.04018139
1/25/2020,16.04018139
1/26/2020,14.78656711
1/27/2020,21.5851999
1/28/2020,12.0711086
1/29/2020,19.35562482
1/30/2020,10.60654749
1/31/2020,10.60654749
2/1/2020,10.60654749
2/2/2020,16.26946988
2/3/2020,15.38483764
2/4/2020,18.0669941
2/5/2020,8.393563737
2/6/2020,17.95092826
2/7/2020,17.95092826
2/8/2020,17.95092826
2/9/2020,18.41191031
2/10/2020,16.63553145
2/11/2020,21.43321958
2/12/2020,12.36964611
2/13/2020,23.96827883
2/14/2020,23.96827883
2/15/2020,23.96827883
2/16/2020,15.68358144
2/17/2020,16.65993462
2/18/2020,10.07070064
2/19/2020,13.51114725
2/20/2020,10.62954537
2/21/2020,10.62954537
2/22/2020,10.62954537
2/23/2020,12.01430477
2/24/2020,11.05128836
2/25/2020,10.92066223
2/26/2020,9.991548691
2/27/2020,21.57692178
2/28/2020,21.57692178
2/29/2020,21.57692178
3/1/2020,14.68244327
3/2/2020,12.95477524
3/3/2020,13.4875601
3/4/2020,17.72383012
3/5/2020,39.45984276
3/6/2020,39.45984276
3/7/2020,39.45984276
3/8/2020,21.20889848
3/9/2020,16.49938211
3/10/2020,12.75062247
3/11/2020,19.01067441
3/12/2020,19.01067441
3/13/2020,19.01067441
3/14/2020,19.01067441
3/15/2020,14.9503679
3/16/2020,15.02453706
3/17/2020,10.93302141
3/18/2020,14.08877044
3/19/2020,13.05339478
3/20/2020,13.05339478
3/21/2020,13.05339478
3/22/2020,23.1847029
3/23/2020,25.44873957
3/24/2020,18.91572297
3/25/2020,16.52937061
3/26/2020,15.20563392
3/27/2020,15.20563392
3/28/2020,15.20563392
3/29/2020,13.47497465
3/30/2020,15.75170768
3/31/2020,12.33937864
4/1/2020,14.66207748
4/2/2020,11.99545138
4/3/2020,11.99545138
4/4/2020,11.99545138
4/5/2020,14.20870802
4/6/2020,18.52428407
4/7/2020,11.76429497
4/8/2020,10.56991727
4/9/2020,11.90866033
4/10/2020,11.90866033
4/11/2020,11.90866033
4/12/2020,10.48886561
4/13/2020,17.27947632
4/14/2020,14.02579798
4/15/2020,14.50979726
4/16/2020,16.28357736
4/17/2020,16.28357736
4/18/2020,16.28357736
4/19/2020,16.28357736
4/20/2020,16.28357736
4/21/2020,17.98545125
4/22/2020,15.61774708
4/23/2020,14.88116836
4/24/2020,14.88116836
4/25/2020,14.88116836
4/26/2020,12.42181369
4/27/2020,15.0517454
4/28/2020,12.34007046
4/29/2020,16.89560275
4/30/2020,12.9868402
5/1/2020,12.9868402
5/2/2020,12.9868402
5/3/2020,13.74836578
5/4/2020,9.50157452
5/5/2020,12.82930646
5/6/2020,19.31410422
5/7/2020,14.38271959
5/8/2020,14.38271959
5/9/2020,14.38271959
5/10/2020,16.03814943
5/11/2020,12.57270924
5/12/2020,16.6364284
5/13/2020,9.401814727
5/14/2020,7.304351996
5/15/2020,7.304351996
5/16/2020,7.304351996
5/17/2020,8.761060435
5/18/2020,14.89495497
5/19/2020,11.94866042
5/20/2020,16.74074453
5/21/2020,19.80314949
5/22/2020,19.80314949
5/23/2020,19.80314949
5/24/2020,19.80314949
5/25/2020,19.80314949
5/26/2020,19.80314949
5/27/2020,19.80314949
5/28/2020,19.80314949
5/29/2020,19.80314949
5/30/2020,19.80314949
5/31/2020,27.82584569
6/1/2020,15.02548137
6/2/2020,13.20500157
6/3/2020,14.44364631
6/4/2020,14.9032819
6/5/2020,14.9032819
6/6/2020,14.9032819
6/7/2020,18.32964626
6/8/2020,15.71658001
6/9/2020,15.2618692
6/10/2020,10.73609617
6/11/2020,14.88757192
6/12/2020,14.88757192
6/13/2020,14.88757192
6/14/2020,13.15508925
6/15/2020,22.19913552
6/16/2020,22.41114496
6/17/2020,20.32788278
6/18/2020,16.17233374
6/19/2020,16.17233374
6/20/2020,16.17233374
6/21/2020,12.36876684
6/22/2020,9.511239418
6/23/2020,15.0567507
6/24/2020,15.71247289
6/25/2020,13.92892236
6/26/2020,13.92892236
6/27/2020,13.92892236
6/28/2020,12.24848223
6/29/2020,11.20220373
6/30/2020,8.553981826
7/1/2020,8.553981826
7/2/2020,8.553981826
7/3/2020,8.553981826
7/4/2020,8.553981826
7/5/2020,10.14263173
7/6/2020,13.94767432
7/7/2020,16.00834441
7/8/2020,23.70204666
7/9/2020,22.91915146
7/10/2020,22.91915146
7/11/2020,22.91915146
7/12/2020,18.84587661
7/13/2020,5.913961168
7/14/2020,15.64892069
7/15/2020,16.56919646
7/16/2020,13.05069984
7/17/2020,13.05069984
7/18/2020,13.05069984
7/19/2020,12.78401135
7/20/2020,13.60275917
7/21/2020,12.27264526
7/22/2020,5.977586557
7/23/2020,5.977586557
7/24/2020,5.977586557
7/25/2020,5.977586557
7/26/2020,9.562965474
7/27/2020,6.640853325
7/28/2020,14.0428633
7/29/2020,12.86046857
7/30/2020,12.86046857
7/31/2020,12.86046857
8/1/2020,12.86046857
8/2/2020,12.86046857
8/3/2020,12.86046857
8/4/2020,9.552627397
8/5/2020,11.88453312
8/6/2020,11.24362063
8/7/2020,11.24362063
8/8/2020,11.24362063
8/9/2020,20.51875548
8/10/2020,21.85754783
8/11/2020,9.465421574
8/12/2020,13.2959637
8/13/2020,12.36574221
8/14/2020,12.36574221
8/15/2020,12.36574221
8/16/2020,16.43123552
8/17/2020,14.81193274
8/18/2020,12.31629373
8/19/2020,16.91595524
8/20/2020,16.91595524
8/21/2020,16.91595524
8/22/2020,16.91595524
8/23/2020,19.92368525
8/24/2020,17.79385076
8/25/2020,12.42485348
8/26/2020,11.33885299
8/27/2020,11.6394901
8/28/2020,11.6394901
8/29/2020,11.6394901
8/30/2020,13.64535993
8/31/2020,13.60939343
9/1/2020,18.16328131
9/2/2020,14.27957949
9/3/2020,16.27980627
9/4/2020,16.27980627
9/5/2020,16.27980627
9/6/2020,15.44967071
9/7/2020,12.22234658
9/8/2020,16.74264553
9/9/2020,19.6264866
9/10/2020,13.86878011
9/11/2020,13.86878011
9/12/2020,13.86878011
9/13/2020,11.74311617
9/14/2020,11.17173353
9/15/2020,12.84937272
9/16/2020,10.31305662
9/17/2020,14.29068108
9/18/2020,14.29068108
9/19/2020,14.29068108
9/20/2020,14.8557138
9/21/2020,13.24755798
9/22/2020,16.97324799
9/23/2020,13.12562864
9/24/2020,17.07470031
9/25/2020,17.07470031
9/26/2020,17.07470031
9/27/2020,11.67141763
9/28/2020,9.606744132
9/29/2020,21.76165649
9/30/2020,23.3685362
10/1/2020,26.24383243
10/2/2020,26.24383243
10/3/2020,26.24383243
10/4/2020,32.95103407
10/5/2020,39.07979439
10/6/2020,31.2991852
10/7/2020,18.5603012
10/8/2020,18.5603012
10/9/2020,18.5603012
10/10/2020,18.5603012
10/11/2020,36.62162898
10/12/2020,18.88052024
10/13/2020,21.30738776
10/14/2020,19.76236062
10/15/2020,22.62860827
10/16/2020,22.62860827
10/17/2020,22.62860827
10/18/2020,21.84839201
10/19/2020,22.74216948
10/20/2020,29.41883996
10/21/2020,19.83327934
10/22/2020,4.749899642
10/23/2020,4.749899642
10/24/2020,4.749899642
10/25/2020,14.73605208
10/26/2020,23.58519978
10/27/2020,24.13431115
10/28/2020,24.8923215
10/29/2020,24.8923215
10/30/2020,24.8923215
10/31/2020,24.8923215
11/1/2020,14.69734319
11/2/2020,12.73287681
11/3/2020,13.23523753
11/4/2020,10.79292378
11/5/2020,11.53564903
11/6/2020,11.53564903
11/7/2020,11.53564903
11/8/2020,12.48970931
11/9/2020,15.78974321
11/10/2020,15.77292996
11/11/2020,16.51083986
11/12/2020,17.15887767
11/13/2020,17.15887767
11/14/2020,17.15887767
11/15/2020,11.24289554
11/16/2020,19.60427344
11/17/2020,17.55745369
11/18/2020,17.57857078
11/19/2020,14.49864059
11/20/2020,14.49864059
11/21/2020,14.49864059
11/22/2020,14.48676829
11/23/2020,10.01037472
11/24/2020,11.58485662
11/25/2020,12.48518491
11/26/2020,15.82278301
11/27/2020,15.82278301
11/28/2020,15.82278301
11/29/2020,13.2852728
11/30/2020,26.04619173
12/1/2020,6.003082326
12/2/2020,8.613433189
12/3/2020,15.28998327
12/4/2020,15.28998327
12/5/2020,15.28998327
12/6/2020,11.62886988
12/7/2020,11.61031653
12/8/2020,18.46350024
12/9/2020,16.51510984
12/10/2020,19.5794116
12/11/2020,19.5794116
12/12/2020,19.5794116
12/13/2020,19.74595066
12/14/2020,19.64079592
12/15/2020,15.52870841
12/16/2020,16.73301764
12/17/2020,17.95638398
12/18/2020,17.95638398
12/19/2020,17.95638398
12/20/2020,16.72988646
12/21/2020,19.83652175
12/22/2020,14.74611795
12/23/2020,17.11577129
12/24/2020,13.24540707
12/25/2020,13.24540707
12/26/2020,13.24540707
12/27/2020,10.70221641
12/28/2020,15.6519356
12/29/2020,16.78563287
12/30/2020,13.84277797
12/31/2020,10.70253486
1/1/2021,10.70253486
1/2/2021,10.70253486
1/3/2021,15.50442221
1/4/2021,27.30512552
1/5/2021,19.86709972
1/6/2021,24.40623293
1/7/2021,24.40623293
1/8/2021,24.40623293
1/9/2021,24.40623293
1/10/2021,15.62434313
1/11/2021,17.6079623
1/12/2021,11.01970973
1/13/2021,12.99220948
1/14/2021,18.59820488
1/15/2021,18.59820488
1/16/2021,18.59820488
1/17/2021,14.09461329
1/18/2021,19.04142325
1/19/2021,10.08245123
1/20/2021,6.520286489
1/21/2021,20.66795258
1/22/2021,20.66795258
1/23/2021,20.66795258
1/24/2021,15.50688911
1/25/2021,16.8776392
1/26/2021,14.24805382
1/27/2021,13.6412743
1/28/2021,13.6412743
1/29/2021,13.6412743
1/30/2021,13.6412743
1/31/2021,14.98344711
2/1/2021,8.786053569
2/2/2021,11.65006064
2/3/2021,14.019147
2/4/2021,11.32994299
2/5/2021,11.32994299
2/6/2021,11.32994299
2/7/2021,11.05375485
2/8/2021,17.3317218
2/9/2021,13.69453074
2/10/2021,8.585691239
2/11/2021,9.225377396
2/12/2021,9.225377396
2/13/2021,9.225377396
2/14/2021,10.56735533
2/15/2021,7.909926287
2/16/2021,9.017403145
2/17/2021,12.10982837
2/18/2021,13.79866295
2/19/2021,13.79866295
2/20/2021,13.79866295
2/21/2021,13.07801659
2/22/2021,12.97084463
2/23/2021,17.31380934
2/24/2021,14.11269168
2/25/2021,12.1457463
2/26/2021,12.1457463
2/27/2021,12.1457463
2/28/2021,27.38611284
3/1/2021,30.69604533
3/2/2021,18.05905277
3/3/2021,16.01627052
3/4/2021,11.36642283
3/5/2021,11.36642283
3/6/2021,11.36642283
3/7/2021,27.73967075
3/8/2021,22.48680639
3/9/2021,18.60465406
3/10/2021,19.83466286
3/11/2021,17.36152589
3/12/2021,17.36152589
3/13/2021,17.36152589
3/14/2021,16.15333102
3/15/2021,17.92797633
3/16/2021,21.7788475
3/17/2021,20.23322789
3/18/2021,15.46711694
3/19/2021,15.46711694
3/20/2021,15.46711694
3/21/2021,15.23221583
3/22/2021,17.02036138
3/23/2021,18.17982634
3/24/2021,13.87460676
3/25/2021,14.64235692
3/26/2021,14.64235692
3/27/2021,14.64235692
3/28/2021,16.55924452
3/29/2021,13.91941495
3/30/2021,16.29487632
3/31/2021,13.19304265
4/1/2021,18.89779305
4/2/2021,18.89779305
4/3/2021,18.89779305
4/4/2021,18.01058517
4/5/2021,17.37269699
4/6/2021,10.03668084
4/7/2021,13.14800778
4/8/2021,17.02708524
4/9/2021,17.02708524
4/10/2021,17.02708524
4/11/2021,14.1130444
4/12/2021,14.49655851
4/13/2021,23.08985144
4/14/2021,21.89139291
4/15/2021,10.16056757
4/16/2021,10.16056757
4/17/2021,10.16056757
4/18/2021,14.846789
4/19/2021,13.00335289
4/20/2021,14.30081471
4/21/2021,11.54846469
4/22/2021,16.11968576
4/23/2021,16.11968576
4/24/2021,16.11968576
4/25/2021,20.23295763
4/26/2021,14.9298415
4/27/2021,15.2783556
4/28/2021,30.97444174
4/29/2021,30.97444174
4/30/2021,30.97444174
5/1/2021,30.97444174
5/2/2021,30.97444174
5/3/2021,30.97444174
5/4/2021,15.97922815
5/5/2021,15.71911669
5/6/2021,14.25219889
5/7/2021,14.25219889
5/8/2021,14.25219889
5/9/2021,16.17594528
5/10/2021,11.94818401
5/11/2021,18.6144263
5/12/2021,18.6144263
5/13/2021,18.6144263
5/14/2021,18.6144263
5/15/2021,18.6144263
5/16/2021,18.6144263
5/17/2021,14.26836666
5/18/2021,15.95327366
5/19/2021,11.80045055
5/20/2021,7.755374172
5/21/2021,7.755374172
5/22/2021,7.755374172
5/23/2021,8.760997714
5/24/2021,9.397363071
5/25/2021,10.19920832
5/26/2021,6.235073909
5/27/2021,7.24293109
5/28/2021,7.24293109
5/29/2021,7.24293109
5/30/2021,5.823517521
5/31/2021,1.684840296
6/1/2021,2.25705549
6/2/2021,5.375803142
6/3/2021,10.75331942
6/4/2021,10.75331942
6/5/2021,10.75331942
6/6/2021,2.841817815
6/7/2021,3.087802033
6/8/2021,6.685300043
6/9/2021,9.01908198
6/10/2021,3.938464566
6/11/2021,3.938464566
6/12/2021,3.938464566
6/13/2021,2.007502971
6/14/2021,3.892949373
6/15/2021,4.544494451
6/16/2021,9.801480786
6/17/2021,5.778870349
6/18/2021,5.778870349
6/19/2021,5.778870349
6/20/2021,3.211483265
6/21/2021,6.579893622
6/22/2021,8.242657702
6/23/2021,10.01435099
6/24/2021,6.544683544
6/25/2021,6.544683544
6/26/2021,6.544683544
6/27/2021,7.071417406
6/28/2021,4.806317804
6/29/2021,6.141793392
6/30/2021,5.857439191
7/1/2021,5.857439191
7/2/2021,5.857439191
7/3/2021,5.857439191
7/4/2021,5.330266705
7/5/2021,7.058606867
7/6/2021,6.212202849
7/7/2021,4.385061155
7/8/2021,5.964927721
7/9/2021,5.964927721
7/10/2021,5.964927721
7/11/2021,4.933803293
7/12/2021,9.115468571
7/13/2021,9.313104798
7/14/2021,9.482157701
7/15/2021,10.00534924
7/16/2021,10.00534924
7/17/2021,10.00534924
7/18/2021,8.763235008
7/19/2021,8.763235008
7/20/2021,8.763235008
7/21/2021,8.763235008
7/22/2021,8.763235008
7/23/2021,8.763235008
7/24/2021,8.763235008
7/25/2021,15.52851524
7/26/2021,10.55522972
7/27/2021,8.631329649
7/28/2021,15.23414237
7/29/2021,14.03543853
7/30/2021,14.03543853
7/31/2021,14.03543853
8/1/2021,12.4005424
8/2/2021,11.76993459
8/3/2021,17.71493894
8/4/2021,10.22848068
8/5/2021,11.26118506
8/6/2021,11.26118506
8/7/2021,11.26118506
8/8/2021,6.481918069
8/9/2021,30.11752904
8/10/2021,26.34606344
8/11/2021,24.82356888
8/12/2021,24.82356888
8/13/2021,24.82356888
8/14/2021,24.82356888
8/15/2021,29.67263827
8/16/2021,10.91450619
8/17/2021,14.34665657
8/18/2021,14.16415068
8/19/2021,11.17547193
8/20/2021,11.17547193
8/21/2021,11.17547193
8/22/2021,18.83679663
8/23/2021,17.27344024
8/24/2021,13.71571625
8/25/2021,9.798435325
8/26/2021,17.79430574
8/27/2021,17.79430574
8/28/2021,17.79430574
8/29/2021,16.06660644
8/30/2021,15.35618132
8/31/2021,9.390780852
9/1/2021,9.085476931
9/2/2021,9.334234857
9/3/2021,9.334234857
9/4/2021,9.334234857
9/5/2021,14.64776076
9/6/2021,12.67275274
9/7/2021,18.11465048
9/8/2021,11.33649643
9/9/2021,9.050977232
9/10/2021,9.050977232
9/11/2021,9.050977232
9/12/2021,5.141178877
9/13/2021,9.53251381
9/14/2021,12.28183671
9/15/2021,6.006368095
9/16/2021,8.40389523
9/17/2021,8.40389523
9/18/2021,8.40389523
9/19/2021,13.44672915
9/20/2021,16.10092019
9/21/2021,20.24627038
9/22/2021,16.68091808
9/23/2021,11.8366899
9/24/2021,11.8366899
9/25/2021,11.8366899
9/26/2021,12.14941634
9/27/2021,15.55781012
9/28/2021,15.23135021
9/29/2021,19.70591922
9/30/2021,12.32455779
10/1/2021,12.32455779
10/2/2021,12.32455779
10/3/2021,10.92122066
10/4/2021,12.36995879
10/5/2021,11.6620434
10/6/2021,14.96712545
10/7/2021,14.96712545
10/8/2021,14.96712545
10/9/2021,14.96712545
10/10/2021,15.03040887
10/11/2021,15.21865155
10/12/2021,17.47301909
10/13/2021,11.10438557
10/14/2021,10.95513208
10/15/2021,10.95513208
10/16/2021,10.95513208
10/17/2021,16.98090104
10/18/2021,11.48682119
10/19/2021,12.48445516
10/20/2021,13.45857667
10/21/2021,13.45857667
10/22/2021,13.45857667
10/23/2021,13.45857667
10/24/2021,14.68620604
10/25/2021,24.09829989
10/26/2021,22.71046443
10/27/2021,15.93555321
10/28/2021,24.97664983
10/29/2021,24.97664983
10/30/2021,24.97664983
10/31/2021,16.08514405
11/1/2021,13.03288782
11/2/2021,11.66872844
11/3/2021,14.36375163
11/4/2021,19.4027965
11/5/2021,19.4027965
11/6/2021,19.4027965
11/7/2021,8.516079838
11/8/2021,12.87639993
11/9/2021,26.77053225
11/10/2021,25.78334855
11/11/2021,36.70576001
11/12/2021,36.70576001
11/13/2021,36.70576001
11/14/2021,23.31834541
11/15/2021,14.27057352
11/16/2021,17.50322202
11/17/2021,12.24733007
11/18/2021,19.07111236
11/19/2021,19.07111236
11/20/2021,19.07111236
11/21/2021,10.69191673
11/22/2021,13.5189811
11/23/2021,13.83182108
11/24/2021,12.06599696
11/25/2021,16.53282959
11/26/2021,16.53282959
11/27/2021,16.53282959
11/28/2021,13.17429646
11/29/2021,13.67219326
11/30/2021,23.39459713
12/1/2021,21.2464208
12/2/2021,18.79526316
12/3/2021,18.79526316
12/4/2021,18.79526316
12/5/2021,20.15160198
12/6/2021,27.16869055
12/7/2021,31.17063232
12/8/2021,25.20496307
12/9/2021,13.12973823
12/10/2021,13.12973823
12/11/2021,13.12973823
12/12/2021,13.93228224
12/13/2021,18.09319148
12/14/2021,24.75256677
12/15/2021,29.8061531
12/16/2021,12.53239412
12/17/2021,12.53239412
12/18/2021,12.53239412
12/19/2021,20.16025663
12/20/2021,22.15859612
12/21/2021,19.93813889
12/22/2021,17.61464247
12/23/2021,32.9717635
12/24/2021,32.9717635
12/25/2021,32.9717635
12/26/2021,35.24883447
12/27/2021,24.68914694
12/28/2021,15.21371086
12/29/2021,18.37314774
12/30/2021,15.28766268
