Date,gold_prices,gold_pct_change
2020-01-01,775.0,0.0
2020-01-02,776.0,0.1290322580645098
2020-01-03,786.0,1.2886597938144284
2020-01-04,791.0,0.6361323155216203
2020-01-05,792.0,0.12642225031604948
2020-01-06,802.0,1.262626262626254
2020-01-07,802.0,0.0
2020-01-08,808.0,0.7481296758104827
2020-01-09,785.0,-2.846534653465349
2020-01-10,787.0,0.2547770700636942
2020-01-11,787.0,0.0
2020-01-12,790.0,0.3811944091486552
2020-01-13,785.0,-0.6329113924050667
2020-01-14,780.0,-0.6369426751592355
2020-01-15,780.0,0.0
2020-01-16,780.0,0.0
2020-01-17,783.0,0.38461538461538325
2020-01-18,780.0,-0.3831417624521105
2020-01-19,780.0,0.0
2020-01-20,780.0,0.0
2020-01-21,780.0,0.0
2020-01-22,782.0,0.2564102564102555
2020-01-23,782.0,0.0
2020-01-24,787.0,0.6393861892583175
2020-01-25,787.0,0.0
2020-01-26,787.0,0.0
2020-01-27,787.0,0.0
2020-01-28,787.0,0.0
2020-01-29,789.0,0.2541296060991183
2020-01-30,792.0,0.3802281368821214
2020-01-31,796.0,0.5050505050504972
2020-02-01,798.0,0.2512562814070307
2020-02-02,798.0,0.0
2020-02-03,793.0,-0.6265664160400974
2020-02-04,783.0,-1.261034047919296
2020-02-05,782.0,-0.12771392081737387
2020-02-06,783.0,0.12787723785165905
2020-02-07,783.0,0.0
2020-02-08,784.0,0.12771392081736277
2020-02-09,784.0,0.0
2020-02-10,785.0,0.12755102040815647
2020-02-11,784.0,-0.1273885350318471
2020-02-12,784.0,0.0
2020-02-13,783.0,-0.12755102040816757
2020-02-14,783.0,0.0
2020-02-15,783.0,0.0
2020-02-16,786.0,0.3831417624521105
2020-02-17,785.0,-0.12722646310432406
2020-02-18,794.0,1.146496815286624
2020-02-19,796.0,0.25188916876575096
2020-02-20,799.0,0.37688442211054607
2020-02-21,808.0,1.126408010012514
2020-02-22,809.0,0.12376237623761277
2020-02-23,809.0,0.0
2020-02-24,827.0,2.224969097651419
2020-02-25,815.0,-1.45102781136639
2020-02-26,814.0,-0.12269938650306678
2020-02-27,819.0,0.6142506142506221
2020-02-28,791.0,-3.4188034188034178
2020-02-29,791.0,0.0
2020-03-01,791.0,0.0
2020-03-02,799.0,1.0113780025284402
2020-03-03,815.0,2.0025031289111483
2020-03-04,817.0,0.24539877300613355
2020-03-05,824.0,0.8567931456548328
2020-03-06,833.0,1.0922330097087318
2020-03-07,824.0,-1.0804321728691502
2020-03-08,824.0,0.0
2020-03-09,834.0,1.2135922330097193
2020-03-10,831.0,-0.3597122302158251
2020-03-11,830.0,-0.12033694344163459
2020-03-12,794.0,-4.337349397590362
2020-03-13,794.0,0.0
2020-03-14,782.0,-1.5113350125944613
2020-03-15,802.0,2.5575447570332477
2020-03-16,777.0,-3.117206982543641
2020-03-17,780.0,0.38610038610038533
2020-03-18,775.0,-0.6410256410256387
2020-03-19,767.0,-1.0322580645161339
2020-03-20,771.0,0.5215123859191761
2020-03-21,769.0,-0.25940337224383825
2020-03-22,769.0,0.0
2020-03-23,780.0,1.4304291287386306
2020-03-24,800.0,2.564102564102555
2020-03-25,805.0,0.6250000000000089
2020-03-26,802.0,-0.3726708074534124
2020-03-27,802.0,0.0
2020-03-28,802.0,0.0
2020-03-29,802.0,0.0
2020-03-30,802.0,0.0
2020-03-31,783.0,-2.3690773067331694
2020-04-01,789.0,0.766283524904221
2020-04-02,787.0,-0.25348542458808465
2020-04-03,799.0,1.5247776365946653
2020-04-04,799.0,0.0
2020-04-05,799.0,0.0
2020-04-06,815.0,2.0025031289111483
2020-04-07,819.0,0.4907975460122671
2020-04-08,817.0,-0.24420024420024333
2020-04-09,824.0,0.8567931456548328
2020-04-10,835.0,1.3349514563106846
2020-04-11,835.0,0.0
2020-04-12,837.0,0.23952095808383866
2020-04-13,849.0,1.4336917562723928
2020-04-14,854.0,0.5889281507656108
2020-04-15,852.0,-0.23419203747072626
2020-04-16,857.0,0.5868544600938996
2020-04-17,843.0,-1.6336056009334854
2020-04-18,837.0,-0.7117437722419906
2020-04-19,837.0,0.0
2020-04-20,834.0,-0.35842293906810374
2020-04-21,833.0,-0.11990407673860837
2020-04-22,850.0,2.0408163265306145
2020-04-23,859.0,1.0588235294117565
2020-04-24,859.0,0.0
2020-04-25,859.0,0.0
2020-04-26,859.0,0.0
2020-04-27,857.0,-0.2328288707799775
2020-04-28,850.0,-0.8168028004667427
2020-04-29,852.0,0.23529411764706687
2020-04-30,846.0,-0.7042253521126751
2020-05-01,850.0,0.47281323877068626
2020-05-02,849.0,-0.11764705882353343
2020-05-03,849.0,0.0
2020-05-04,852.0,0.35335689045936647
2020-05-05,849.0,-0.35211267605633756
2020-05-06,852.0,0.35335689045936647
2020-05-07,857.0,0.5868544600938996
2020-05-08,855.0,-0.2333722287047868
2020-05-09,852.0,-0.35087719298245723
2020-05-10,852.0,0.0
2020-05-11,850.0,-0.23474178403756207
2020-05-12,852.0,0.23529411764706687
2020-05-13,856.0,0.46948356807512415
2020-05-14,860.0,0.4672897196261738
2020-05-15,869.0,1.0465116279069875
2020-05-16,865.0,-0.4602991944764101
2020-05-17,865.0,0.0
2020-05-18,865.0,0.0
2020-05-19,869.0,0.46242774566473965
2020-05-20,874.0,0.5753739930955071
2020-05-21,871.0,-0.3432494279176246
2020-05-22,872.0,0.11481056257176547
2020-05-23,872.0,0.0
2020-05-24,872.0,0.0
2020-05-25,872.0,0.0
2020-05-26,872.0,0.0
2020-05-27,872.0,0.0
2020-05-28,872.0,0.0
2020-05-29,871.0,-0.11467889908256534
2020-05-30,871.0,0.0
2020-05-31,872.0,0.11481056257176547
2020-06-01,874.0,0.2293577981651307
2020-06-02,879.0,0.5720823798627039
2020-06-03,878.0,-0.11376564277588708
2020-06-04,878.0,0.0
2020-06-05,878.0,0.0
2020-06-06,886.0,0.9111617312072884
2020-06-07,886.0,0.0
2020-06-08,876.0,-1.1286681715575675
2020-06-09,878.0,0.22831050228311334
2020-06-10,887.0,1.0250569476081939
2020-06-11,886.0,-0.11273957158962622
2020-06-12,889.0,0.3386004514672747
2020-06-13,889.0,0.0
2020-06-14,889.0,0.0
2020-06-15,882.0,-0.7874015748031482
2020-06-16,888.0,0.6802721088435382
2020-06-17,884.0,-0.45045045045044585
2020-06-18,888.0,0.4524886877828038
2020-06-19,893.0,0.5630630630630629
2020-06-20,894.0,0.11198208286673506
2020-06-21,894.0,0.0
2020-06-22,898.0,0.4474272930648837
2020-06-23,908.0,1.1135857461024523
2020-06-24,908.0,0.0
2020-06-25,905.0,-0.3303964757709221
2020-06-26,903.0,-0.22099447513812542
2020-06-27,908.0,0.5537098560354448
2020-06-28,908.0,0.0
2020-06-29,910.0,0.22026431718060735
2020-06-30,912.0,0.219780219780219
2020-07-01,907.0,-0.5482456140350922
2020-07-02,910.0,0.330760749724357
2020-07-03,908.0,-0.219780219780219
2020-07-04,908.0,0.0
2020-07-05,908.0,0.0
2020-07-06,908.0,0.0
2020-07-07,908.0,0.0
2020-07-08,917.0,0.9911894273127775
2020-07-09,914.0,-0.32715376226826187
2020-07-10,914.0,0.0
2020-07-11,914.0,0.0
2020-07-12,914.0,0.0
2020-07-13,914.0,0.0
2020-07-14,914.0,0.0
2020-07-15,917.0,0.3282275711159688
2020-07-16,917.0,0.0
2020-07-17,917.0,0.0
2020-07-18,920.0,0.32715376226826187
2020-07-19,920.0,0.0
2020-07-20,923.0,0.3260869565217428
2020-07-21,937.0,1.5167930660888507
2020-07-22,951.0,1.4941302027748238
2020-07-23,963.0,1.2618296529968376
2020-07-24,968.0,0.5192107995846351
2020-07-25,969.0,0.10330578512396382
2020-07-26,971.0,0.20639834881321928
2020-07-27,992.0,2.162718846549949
2020-07-28,999.0,0.7056451612903247
2020-07-29,1001.0,0.2002002002001957
2020-07-30,998.0,-0.29970029970030065
2020-07-31,1001.0,0.30060120240480437
2020-08-01,1006.0,0.4995004995004937
2020-08-02,1006.0,0.0
2020-08-03,1006.0,0.0
2020-08-04,1034.0,2.783300198807148
2020-08-05,1046.0,1.1605415860735047
2020-08-06,1056.0,0.9560229445506607
2020-08-07,1040.0,-1.5151515151515138
2020-08-08,1040.0,0.0
2020-08-09,1040.0,0.0
2020-08-10,1034.0,-0.5769230769230749
2020-08-11,971.0,-6.092843326885877
2020-08-12,971.0,0.0
2020-08-13,992.0,2.162718846549949
2020-08-14,983.0,-0.9072580645161255
2020-08-15,983.0,0.0
2020-08-16,978.0,-0.5086469989827092
2020-08-17,1002.0,2.4539877300613577
2020-08-18,1010.0,0.7984031936127733
2020-08-19,985.0,-2.4752475247524774
2020-08-20,978.0,-0.7106598984771617
2020-08-21,980.0,0.2044989775051187
2020-08-22,980.0,0.0
2020-08-23,978.0,-0.20408163265306367
2020-08-24,974.0,-0.4089979550102263
2020-08-25,963.0,-1.129363449691989
2020-08-26,978.0,1.5576323987538832
2020-08-27,969.0,-0.9202453987730008
2020-08-28,985.0,1.6511867905056654
2020-08-29,984.0,-0.10152284263958977
2020-08-30,984.0,0.0
2020-08-31,986.0,0.20325203252031798
2020-09-01,992.0,0.6085192697768749
2020-09-02,975.0,-1.7137096774193505
2020-09-03,968.0,-0.7179487179487132
2020-09-04,967.0,-0.10330578512396382
2020-09-05,969.0,0.20682523267838704
2020-09-06,969.0,0.0
2020-09-07,963.0,-0.6191950464396245
2020-09-08,967.0,0.41536863966771254
2020-09-09,971.0,0.4136504653567741
2020-09-10,978.0,0.720906282183309
2020-09-11,971.0,-0.7157464212678932
2020-09-12,971.0,0.0
2020-09-13,967.0,-0.4119464469618972
2020-09-14,977.0,1.0341261633919352
2020-09-15,977.0,0.0
2020-09-16,977.0,0.0
2020-09-17,969.0,-0.8188331627430934
2020-09-18,974.0,0.5159958720330149
2020-09-19,971.0,-0.30800821355235763
2020-09-20,971.0,0.0
2020-09-21,951.0,-2.059732234809475
2020-09-22,955.0,0.4206098843322792
2020-09-23,937.0,-1.8848167539266991
2020-09-24,937.0,0.0
2020-09-25,931.0,-0.6403415154749181
2020-09-26,931.0,0.0
2020-09-27,931.0,0.0
2020-09-28,937.0,0.6444683136412444
2020-09-29,947.0,1.067235859124871
2020-09-30,946.0,-0.10559662090813271
2020-10-01,951.0,0.5285412262156397
2020-10-02,951.0,0.0
2020-10-03,948.0,-0.3154574132492094
2020-10-04,948.0,0.0
2020-10-05,951.0,0.31645569620253333
2020-10-06,937.0,-1.4721345951629883
2020-10-07,937.0,0.0
2020-10-08,943.0,0.6403415154749181
2020-10-09,956.0,1.378579003181346
2020-10-10,956.0,0.0
2020-10-11,956.0,0.0
2020-10-12,954.0,-0.20920502092049986
2020-10-13,940.0,-1.4675052410901501
2020-10-14,948.0,0.8510638297872353
2020-10-15,943.0,-0.5274261603375519
2020-10-16,948.0,0.5302226935312904
2020-10-17,943.0,-0.5274261603375519
2020-10-18,943.0,0.0
2020-10-19,948.0,0.5302226935312904
2020-10-20,951.0,0.31645569620253333
2020-10-21,961.0,1.051524710830698
2020-10-22,951.0,-1.0405827263267442
2020-10-23,947.0,-0.4206098843322792
2020-10-24,948.0,0.10559662090812161
2020-10-25,948.0,0.0
2020-10-26,948.0,0.0
2020-10-27,948.0,0.0
2020-10-28,940.0,-0.8438818565400852
2020-10-29,940.0,0.0
2020-10-30,940.0,0.0
2020-10-31,940.0,0.0
2020-11-01,940.0,0.0
2020-11-02,945.0,0.5319148936170137
2020-11-03,948.0,0.31746031746031633
2020-11-04,953.0,0.527426160337563
2020-11-05,967.0,1.4690451206715638
2020-11-06,967.0,0.0
2020-11-07,971.0,0.4136504653567741
2020-11-08,971.0,0.0
2020-11-09,929.0,-4.325437693099898
2020-11-10,937.0,0.8611410118406937
2020-11-11,934.0,-0.32017075773745907
2020-11-12,937.0,0.3211991434689532
2020-11-13,943.0,0.6403415154749181
2020-11-14,943.0,0.0
2020-11-15,943.0,0.0
2020-11-16,937.0,-0.6362672322375418
2020-11-17,937.0,0.0
2020-11-18,936.0,-0.10672358591248265
2020-11-19,926.0,-1.0683760683760646
2020-11-20,931.0,0.5399568034557323
2020-11-21,931.0,0.0
2020-11-22,931.0,0.0
2020-11-23,912.0,-2.0408163265306145
2020-11-24,902.0,-1.0964912280701733
2020-11-25,902.0,0.0
2020-11-26,903.0,0.11086474501109667
2020-11-27,886.0,-1.8826135105204922
2020-11-28,886.0,0.0
2020-11-29,889.0,0.3386004514672747
2020-11-30,886.0,-0.3374578177727794
2020-12-01,900.0,1.5801354401805856
2020-12-02,912.0,1.333333333333342
2020-12-03,918.0,0.6578947368421018
2020-12-04,917.0,-0.10893246187363426
2020-12-05,917.0,0.0
2020-12-06,917.0,0.0
2020-12-07,921.0,0.4362050163576825
2020-12-08,928.0,0.7600434310532034
2020-12-09,914.0,-1.5086206896551713
2020-12-10,920.0,0.6564551422319376
2020-12-11,914.0,-0.6521739130434745
2020-12-12,918.0,0.4376367614879584
2020-12-13,918.0,0.0
2020-12-14,914.0,-0.43572984749454813
2020-12-15,926.0,1.3129102844638973
2020-12-16,926.0,0.0
2020-12-17,940.0,1.5118790496760237
2020-12-18,940.0,0.0
2020-12-19,937.0,-0.31914893617021045
2020-12-20,937.0,0.0
2020-12-21,937.0,0.0
2020-12-22,930.0,-0.7470651013874119
2020-12-23,931.0,0.10752688172042113
2020-12-24,931.0,0.0
2020-12-25,931.0,0.0
2020-12-26,935.0,0.42964554242750363
2020-12-27,935.0,0.0
2020-12-28,940.0,0.5347593582887722
2020-12-29,936.0,-0.42553191489361764
2020-12-30,936.0,0.0
2020-12-31,944.0,0.8547008547008517
2021-01-01,946.0,0.21186440677967155
2021-01-02,945.0,-0.10570824524313016
2021-01-03,945.0,0.0
2021-01-04,963.0,1.904761904761898
2021-01-05,966.0,0.31152647975076775
2021-01-06,951.0,-1.552795031055898
2021-01-07,951.0,0.0
2021-01-08,943.0,-0.8412197686645584
2021-01-09,926.0,-1.8027571580063628
2021-01-10,926.0,0.0
2021-01-11,923.0,-0.3239740820734305
2021-01-12,920.0,-0.325027085590468
2021-01-13,923.0,0.3260869565217428
2021-01-14,923.0,0.0
2021-01-15,918.0,-0.5417118093174467
2021-01-16,918.0,0.0
2021-01-17,915.0,-0.32679738562091387
2021-01-18,917.0,0.21857923497268228
2021-01-19,921.0,0.4362050163576825
2021-01-20,931.0,1.0857763300760048
2021-01-21,934.0,0.3222341568206222
2021-01-22,928.0,-0.6423982869379063
2021-01-23,928.0,0.0
2021-01-24,928.0,0.0
2021-01-25,931.0,0.3232758620689724
2021-01-26,929.0,-0.21482277121375182
2021-01-27,926.0,-0.32292787944026013
2021-01-28,926.0,0.0
2021-01-29,931.0,0.5399568034557323
2021-01-30,931.0,0.0
2021-01-31,931.0,0.0
2021-02-01,934.0,0.3222341568206222
2021-02-02,923.0,-1.1777301927194839
2021-02-03,923.0,0.0
2021-02-04,902.0,-2.275189599133265
2021-02-05,910.0,0.8869179600886845
2021-02-06,908.0,-0.219780219780219
2021-02-07,908.0,0.0
2021-02-08,915.0,0.7709251101321479
2021-02-09,914.0,-0.10928961748634114
2021-02-10,918.0,0.4376367614879584
2021-02-11,911.0,-0.7625272331154731
2021-02-12,908.0,-0.3293084522502765
2021-02-13,907.0,-0.11013215859030367
2021-02-14,908.0,0.11025358324145973
2021-02-15,907.0,-0.11013215859030367
2021-02-16,898.0,-0.9922822491730932
2021-02-17,890.0,-0.8908685968819552
2021-02-18,890.0,0.0
2021-02-19,894.0,0.44943820224718767
2021-02-20,894.0,0.0
2021-02-21,894.0,0.0
2021-02-22,904.0,1.118568232662187
2021-02-23,904.0,0.0
2021-02-24,897.0,-0.7743362831858391
2021-02-25,893.0,-0.4459308807134854
2021-02-26,874.0,-2.127659574468088
2021-02-27,878.0,0.4576659038901587
2021-02-28,878.0,0.0
2021-03-01,874.0,-0.4555808656036442
2021-03-02,874.0,0.0
2021-03-03,864.0,-1.1441647597253968
2021-03-04,864.0,0.0
2021-03-05,857.0,-0.810185185185186
2021-03-06,857.0,0.0
2021-03-07,857.0,0.0
2021-03-08,852.0,-0.5834305717619559
2021-03-09,865.0,1.5258215962441257
2021-03-10,871.0,0.6936416184971206
2021-03-11,871.0,0.0
2021-03-12,869.0,-0.22962112514350874
2021-03-13,874.0,0.5753739930955071
2021-03-14,874.0,0.0
2021-03-15,875.0,0.11441647597254523
2021-03-16,874.0,-0.11428571428571122
2021-03-17,874.0,0.0
2021-03-18,871.0,-0.3432494279176246
2021-03-19,871.0,0.0
2021-03-20,877.0,0.6888633754305484
2021-03-21,877.0,0.0
2021-03-22,874.0,-0.34207525655644
2021-03-23,875.0,0.11441647597254523
2021-03-24,875.0,0.0
2021-03-25,874.0,-0.11428571428571122
2021-03-26,871.0,-0.3432494279176246
2021-03-27,871.0,0.0
2021-03-28,871.0,0.0
2021-03-29,863.0,-0.9184845005740572
2021-03-30,849.0,-1.6222479721900385
2021-03-31,859.0,1.1778563015312216
2021-04-01,863.0,0.465657741559955
2021-04-02,863.0,0.0
2021-04-03,866.0,0.34762456546928444
2021-04-04,866.0,0.0
2021-04-05,864.0,-0.2309468822170868
2021-04-06,869.0,0.578703703703698
2021-04-07,869.0,0.0
2021-04-08,874.0,0.5753739930955071
2021-04-09,871.0,-0.3432494279176246
2021-04-10,871.0,0.0
2021-04-11,871.0,0.0
2021-04-12,866.0,-0.574052812858783
2021-04-13,866.0,0.0
2021-04-14,871.0,0.5773672055427337
2021-04-15,875.0,0.4592422502870175
2021-04-16,881.0,0.6857142857142895
2021-04-17,881.0,0.0
2021-04-18,881.0,0.0
2021-04-19,886.0,0.567536889897835
2021-04-20,886.0,0.0
2021-04-21,890.0,0.4514672686230181
2021-04-22,890.0,0.0
2021-04-23,894.0,0.44943820224718767
2021-04-24,894.0,0.0
